artist,name,username,explicit,duration,popularity,danceability,loudness,tempo,acousticness,energy,valence,liveness,speechiness,genres,date
Various Artists,You're The One That I Want - From “Grease”,Spotify,False,169840,69,0.758,-11.403,106.945,0.281,0.612,0.822,0.0954,0.0598,[],1970
Billy Joel,My Life,Spotify,False,284000,69,0.741,-12.878,131.097,0.108,0.647,0.804,0.0555,0.0427,"['album rock', 'classic rock', 'mellow gold', 'piano rock', 'rock']",1970
The Jacksons,Blame It on the Boogie,Spotify,False,214200,69,0.774,-10.193,113.256,0.0765,0.641,0.875,0.0867,0.0799,"['disco', 'motown']",1970
Rod Stewart,Da Ya Think I'm Sexy?,Spotify,False,331333,69,0.715,-8.065,111.504,0.0143,0.689,0.852,0.111,0.029,"['mellow gold', 'soft rock']",1970
Stevie Wonder,Sir Duke,Spotify,False,232760,69,0.588,-9.766,106.938,0.16,0.568,0.952,0.0792,0.0672,"['motown', 'soul']",1970
The Doobie Brothers,What a Fool Believes,Spotify,False,223866,69,0.758,-15.308,120.736,0.284,0.378,0.985,0.049,0.0449,"['album rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold']",1970
The Knack,My Sharona,Spotify,False,295400,69,0.586,-9.558,147.245,0.0589,0.7,0.897,0.0318,0.0363,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'new wave']",1970
The Rolling Stones,Miss You - Remastered,Spotify,False,288666,69,0.795,-4.746,109.689,0.443,0.71,0.845,0.344,0.0392,"['album rock', 'british invasion', 'classic rock', 'rock']",1970
Various Artists,Summer Nights - From “Grease”,Spotify,False,216906,69,0.747,-9.415,124.336,0.62,0.663,0.606,0.0861,0.0545,[],1970
Billy Joel,Just the Way You Are,Spotify,False,290573,69,0.589,-8.912,139.148,0.703,0.453,0.513,0.134,0.0397,"['album rock', 'classic rock', 'mellow gold', 'piano rock', 'rock']",1970
Billy Ocean,Love Really Hurts Without You,Spotify,False,179013,69,0.518,-3.732,140.982,0.00221,0.907,0.961,0.0838,0.0343,"['disco', 'mellow gold', 'new romantic', 'new wave pop', 'soft rock']",1970
Bachman-Turner Overdrive,You Ain't Seen Nothing Yet,Spotify,False,234866,69,0.475,-15.039,118.392,0.000146,0.439,0.76,0.223,0.0427,"['album rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock']",1970
T. Rex,Get It On,Spotify,False,262613,69,0.728,-6.926,126.59,0.176,0.878,0.911,0.61,0.0564,"['classic rock', 'glam rock', 'protopunk', 'rock', 'singer-songwriter']",1970
Rod Stewart,Maggie May,Spotify,False,350266,68,0.603,-10.536,129.42,0.56,0.574,0.535,0.0684,0.0371,"['mellow gold', 'soft rock']",1970
The Buggles,Video Killed The Radio Star,Spotify,False,252773,68,0.682,-11.548,131.157,0.103,0.679,0.251,0.204,0.0755,"['early synthpop', 'new wave pop', 'zolo']",1980
Bill Withers,Lean on Me,Spotify,False,258834,68,0.619,-13.843,75.143,0.782,0.22,0.426,0.124,0.0672,"['classic soul', 'funk', 'quiet storm', 'soul']",1970
Eagles,Life in the Fast Lane - 2013 Remaster,Spotify,False,286219,68,0.667,-7.246,109.535,0.0966,0.755,0.883,0.0523,0.069,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock']",1970
Paul McCartney,Band On The Run - 2010 Remaster,Spotify,False,313026,68,0.479,-8.806,124.966,0.0823,0.601,0.669,0.111,0.0319,"['classic rock', 'mellow gold', 'rock', 'soft rock']",1970
Albert Hammond,It Never Rains in Southern California,Spotify,False,233506,68,0.626,-10.027,116.61,0.124,0.565,0.924,0.0811,0.0271,"['classic uk pop', 'rock of gibraltar']",1970
War,Low Rider,Spotify,False,190826,68,0.812,-10.761,140.075,0.0877,0.644,0.989,0.0563,0.0493,"['classic soul', 'funk', 'motown', 'p funk', 'soul']",1970
10cc,I'm Not In Love,Spotify,False,366640,68,0.404,-15.7,133.738,0.685,0.523,0.164,0.282,0.0575,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold']",1970
Carpenters,(They Long To Be) Close To You,Spotify,False,273933,68,0.528,-15.362,89.044,0.726,0.233,0.208,0.122,0.0346,"['adult standards', 'mellow gold', 'soft rock']",1970
David Bowie,Rebel Rebel - 2016 Remaster,Spotify,False,274746,68,0.635,-15.648,125.988,0.209,0.686,0.464,0.282,0.053,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",1970
Simon & Garfunkel,The Boxer,Spotify,False,308520,67,0.439,-14.464,93.017,0.702,0.488,0.629,0.16,0.0615,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold']",1970
Village People,YMCA - Original Version 1978,Spotify,False,286800,67,0.723,-4.516,126.653,0.0643,0.969,0.728,0.115,0.142,"['disco', 'new wave pop', 'soft rock']",1970
Elvis Presley,Always On My Mind,Spotify,False,218440,67,0.358,-14.342,181.183,0.746,0.387,0.495,0.119,0.0324,"['rock-and-roll', 'rockabilly']",1970
Electric Light Orchestra,Livin' Thing,Spotify,False,212306,67,0.549,-7.097,122.818,0.583,0.651,0.368,0.121,0.0323,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam rock']",1970
Don McLean,Vincent,Spotify,False,243493,67,0.398,-19.387,90.991,0.908,0.0851,0.459,0.34,0.0368,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter']",1970
Al Green,Tired of Being Alone,Spotify,False,172320,67,0.772,-8.585,97.964,0.339,0.397,0.617,0.0753,0.0391,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul']",1970
Lobo,I'd Love You to Want Me,Spotify,False,247640,67,0.431,-9.96,77.507,0.122,0.543,0.44,0.0598,0.0394,['soft rock'],1970
James Taylor,You've Got a Friend - 2019 Remaster,Spotify,False,268866,67,0.689,-18.634,91.787,0.795,0.2,0.478,0.0893,0.0309,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter']",1970
Janis Joplin,Me and Bobby McGee,Spotify,False,271333,67,0.43,-10.96,93.405,0.303,0.463,0.66,0.152,0.0442,"['album rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",1970
Simon & Garfunkel,Bridge Over Troubled Water,Spotify,False,293120,67,0.149,-13.888,79.764,0.822,0.206,0.264,0.115,0.0323,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold']",1970
Peter Gabriel,Solsbury Hill,Spotify,False,261560,67,0.678,-8.624,102.378,0.355,0.631,0.463,0.376,0.0301,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new romantic']",1970
Sister Sledge,We Are Family - 1995 Remaster,Spotify,False,216733,66,0.784,-5.153,118.738,0.3,0.893,0.819,0.272,0.0923,"['disco', 'funk', 'philly soul', 'quiet storm', 'soul']",1970
Carpenters,Yesterday Once More,Spotify,False,233533,66,0.254,-13.806,168.496,0.672,0.38,0.408,0.379,0.0337,"['adult standards', 'mellow gold', 'soft rock']",1970
The Rolling Stones,Wild Horses - 2009 Mix,Spotify,False,341773,66,0.432,-6.517,139.462,0.687,0.389,0.158,0.0788,0.0255,"['album rock', 'british invasion', 'classic rock', 'rock']",1970
David Bowie,Life on Mars? - 2015 Remaster,Spotify,False,235986,66,0.445,-14.642,123.295,0.635,0.384,0.216,0.0539,0.0417,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",1970
Eric Clapton,Cocaine,Spotify,False,221640,66,0.699,-12.526,105.267,0.0607,0.502,0.676,0.317,0.0278,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold']",1970
Gerry Rafferty,Baker Street,Spotify,False,365626,66,0.497,-14.0,113.762,0.0929,0.349,0.421,0.259,0.0297,"['art rock', 'classic rock', 'folk rock', 'mellow gold', 'soft rock']",1970
"Crosby, Stills, Nash & Young",Our House,Spotify,False,179760,66,0.592,-14.601,140.282,0.896,0.205,0.378,0.119,0.048,"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock']",1970
Carpenters,Top Of The World,Spotify,False,179173,66,0.379,-12.993,184.301,0.806,0.343,0.694,0.0991,0.0385,"['adult standards', 'mellow gold', 'soft rock']",1970
Van Morrison,Moondance - 2013 Remaster,Spotify,False,274040,66,0.622,-12.206,66.975,0.504,0.282,0.569,0.152,0.0338,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock']",1970
Bruce Springsteen,Dancing In the Dark,Spotify,False,241306,82,0.527,-5.64,148.723,0.0115,0.942,0.495,0.188,0.0366,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",1980
Belinda Carlisle,Heaven Is A Place On Earth,Spotify,False,246520,68,0.64,-8.119,122.902,0.0243,0.852,0.793,0.0497,0.0345,"['new romantic', 'new wave pop', 'soft rock']",1980
Madonna,Like a Prayer,Spotify,False,340866,71,0.66,-12.359,111.926,0.432,0.629,0.324,0.172,0.0387,"['dance pop', 'pop']",1980
Bronski Beat,Smalltown Boy,Spotify,False,302413,79,0.685,-10.616,134.546,0.29,0.584,0.94,0.124,0.0276,"['hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop']",1980
Michael Jackson,Thriller,Spotify,False,357800,72,0.771,-9.814,118.392,0.0318,0.687,0.783,0.89,0.0693,"['r&b', 'soul']",1980
a-ha,Take on Me,Spotify,False,225280,85,0.573,-7.638,84.412,0.018,0.902,0.876,0.0928,0.054,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",1980
Tears For Fears,Everybody Wants To Rule The World,Spotify,False,251488,85,0.645,-12.095,112.067,0.347,0.795,0.535,0.104,0.0527,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock']",1980
ABBA,Lay All Your Love On Me,Spotify,False,274466,0,0.679,-7.854,133.501,0.0989,0.708,0.763,0.425,0.0258,"['europop', 'swedish pop']",1980
Simple Minds,Don't You (Forget About Me) - Remastered,Spotify,False,263973,1,0.602,-7.976,133.019,0.00398,0.784,0.918,0.0931,0.0313,"['album rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop']",2010
Bonnie Tyler,Total Eclipse of the Heart,Spotify,False,267360,79,0.431,-5.887,130.141,0.145,0.723,0.19,0.374,0.0568,"['europop', 'new wave pop', 'soft rock']",2000
Madonna,Material Girl - 2024 Remaster,Spotify,False,242337,68,0.741,-2.567,136.403,0.166,0.892,0.979,0.0783,0.031,"['dance pop', 'pop']",1980
The Waterboys,The Whole Of The Moon - 2004 Remastered Version,Spotify,False,302826,0,0.606,-7.168,105.813,0.119,0.794,0.584,0.125,0.0291,"['celtic rock', 'irish rock', 'scottish new wave', 'scottish rock']",1980
The Psychedelic Furs,Pretty in Pink,Spotify,False,238106,61,0.386,-5.955,135.642,0.105,0.916,0.775,0.325,0.0741,"['alternative rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk']",1980
Alphaville,Forever Young,Spotify,False,226706,84,0.489,-9.466,136.803,0.417,0.482,0.33,0.235,0.0275,"['new romantic', 'new wave pop', 'synthpop']",1980
TOTO,Africa,Spotify,False,295893,84,0.671,-18.064,92.718,0.257,0.373,0.732,0.0481,0.0323,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock']",1980
Bon Jovi,Livin' On A Prayer,Spotify,False,249293,83,0.532,-3.757,122.509,0.0778,0.887,0.794,0.294,0.0335,"['glam metal', 'rock']",1980
Eurythmics,Sweet Dreams (Are Made of This) - 2005 Remaster,Spotify,False,216933,83,0.692,-7.498,125.135,0.225,0.711,0.875,0.12,0.0317,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",1980
Madonna,La Isla Bonita,Spotify,False,242733,70,0.724,-4.374,99.9,0.304,0.822,0.964,0.0553,0.0333,"['dance pop', 'pop']",1980
AC/DC,Back In Black,Spotify,False,255493,83,0.31,-5.678,188.386,0.011,0.7,0.763,0.0828,0.047,"['australian rock', 'hard rock', 'rock']",1980
Daryl Hall & John Oates,Maneater,Spotify,False,273173,81,0.724,-13.083,88.825,0.0405,0.498,0.823,0.0761,0.0423,"['album rock', 'classic rock', 'mellow gold', 'rock', 'singer-songwriter']",1980
Foreigner,I Want to Know What Love Is - 1999 Remaster,Spotify,False,304786,81,0.477,-10.036,81.204,0.193,0.471,0.423,0.131,0.0277,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold']",1980
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),Spotify,False,291293,81,0.709,-8.824,118.818,0.207,0.824,0.867,0.0888,0.0453,"['dance pop', 'pop']",1980
Bon Jovi,You Give Love A Bad Name,Spotify,False,222706,81,0.541,-2.947,122.805,0.0663,0.959,0.812,0.344,0.0505,"['glam metal', 'rock']",1980
Queen,Another One Bites The Dust - Remastered 2011,Spotify,False,214653,81,0.933,-6.472,109.967,0.112,0.528,0.754,0.163,0.161,"['classic rock', 'glam rock', 'rock']",1980
The Smiths,There Is a Light That Never Goes Out - 2011 Remaster,Spotify,False,244586,80,0.523,-5.855,136.162,0.04,0.769,0.876,0.136,0.0269,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",1980
Bryan Adams,Summer Of '69,Spotify,False,216053,80,0.509,-6.205,139.13,0.0183,0.834,0.774,0.0732,0.0386,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold']",1980
The Clash,Should I Stay or Should I Go - Remastered,Spotify,False,188986,80,0.743,-6.465,113.375,0.0804,0.836,0.82,0.384,0.116,"['alternative rock', 'permanent wave', 'punk', 'rock']",1980
Daryl Hall & John Oates,You Make My Dreams (Come True),Spotify,False,190626,80,0.751,-12.151,167.057,0.234,0.501,0.902,0.0467,0.0551,"['album rock', 'classic rock', 'mellow gold', 'rock', 'singer-songwriter']",1980
Billy Joel,Uptown Girl,Spotify,False,197706,80,0.701,-2.986,128.993,0.0755,0.944,0.792,0.601,0.0455,"['album rock', 'classic rock', 'mellow gold', 'piano rock', 'rock']",1980
Bob Marley & The Wailers,Could You Be Loved,Spotify,False,237000,79,0.916,-8.548,103.314,0.36,0.72,0.761,0.0958,0.1,"['reggae', 'roots reggae']",1980
Soft Cell,Tainted Love,Spotify,False,153800,79,0.5,-8.284,144.438,0.462,0.501,0.623,0.26,0.0376,"['new romantic', 'new wave', 'new wave pop', 'synthpop']",1980
Modern Talking,Cheri Cheri Lady,Spotify,False,226333,79,0.677,-13.826,114.223,0.458,0.616,0.851,0.349,0.032,"['europop', 'synthpop']",1980
Bruce Springsteen,I'm On Fire,Spotify,False,155880,79,0.62,-14.451,88.591,0.589,0.446,0.868,0.0727,0.0347,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",1980
Queen,Under Pressure - Remastered 2011,Spotify,False,248440,79,0.671,-7.815,113.805,0.429,0.712,0.462,0.103,0.0476,"['classic rock', 'glam rock', 'rock']",1980
Sade,Smooth Operator - Single Version,Spotify,False,258693,79,0.734,-6.619,119.336,0.238,0.58,0.962,0.0298,0.0321,"['british soul', 'sophisti-pop']",1990
Michael Jackson,Rock with You - Single Version,Spotify,False,220626,79,0.808,-12.521,114.031,0.179,0.535,0.848,0.158,0.0353,"['r&b', 'soul']",1970
Dolly Parton,9 to 5,Spotify,False,162466,78,0.554,-5.852,105.39,0.416,0.783,0.813,0.631,0.0457,"['classic country pop', 'country', 'country dawn']",1980
Men At Work,Down Under,Spotify,False,222320,78,0.739,-14.42,107.115,0.129,0.459,0.892,0.0474,0.0294,"['album rock', 'australian rock', 'classic rock', 'hard rock', 'mellow gold']",1980
Phil Collins,Another Day in Paradise - 2016 Remaster,Spotify,False,322133,78,0.78,-7.32,101.967,0.736,0.565,0.365,0.063,0.0306,"['rock drums', 'soft rock']",1980
Tracy Chapman,Fast Car,Spotify,False,296800,78,0.711,-15.523,103.951,0.313,0.292,0.194,0.131,0.037,"['folk', 'lilith', 'singer-songwriter', ""women's music""]",1980
U2,With Or Without You,Spotify,False,295515,77,0.54,-11.822,110.171,0.000202,0.429,0.113,0.141,0.0285,"['irish rock', 'permanent wave', 'rock']",1980
Kim Carnes,Bette Davis Eyes,Spotify,False,228000,77,0.675,-10.271,116.62,0.0204,0.649,0.596,0.0959,0.0319,"['new romantic', 'new wave pop', 'soft rock']",1980
Bryan Adams,Heaven,Spotify,False,243360,77,0.379,-7.315,140.068,0.0473,0.589,0.334,0.122,0.027,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold']",1980
Michael Jackson,Billie Jean,Spotify,False,293826,77,0.92,-3.051,117.046,0.0236,0.654,0.847,0.036,0.0401,"['r&b', 'soul']",2000
Joan Jett & the Blackhearts,I Love Rock 'N Roll,Spotify,False,175173,77,0.535,-5.025,94.379,0.326,0.716,0.901,0.659,0.0431,"['glam punk', 'rock']",1980
Cutting Crew,(I Just) Died In Your Arms,Spotify,False,280400,76,0.625,-11.402,124.945,0.0158,0.726,0.507,0.0625,0.0444,"['album rock', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",1980
The Human League,Don't You Want Me,Spotify,False,236920,76,0.731,-8.125,117.656,0.184,0.738,0.958,0.214,0.0377,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'sophisti-pop']",1980
Van Halen,Jump - 2015 Remaster,Spotify,False,241599,76,0.572,-6.219,129.981,0.171,0.835,0.795,0.0702,0.0317,"['album rock', 'classic rock', 'hard rock', 'rock']",1980
Katrina & The Waves,Walking On Sunshine,Spotify,False,238733,76,0.597,-11.97,109.901,0.0119,0.87,0.944,0.0678,0.0371,['new wave pop'],1980
The Rolling Stones,Start Me Up - Remastered 2009,Spotify,False,213066,76,0.631,-4.142,122.431,0.0429,0.932,0.971,0.0918,0.0354,"['album rock', 'british invasion', 'classic rock', 'rock']",1980
"Earth, Wind & Fire",Let's Groove,Spotify,False,339320,76,0.869,-8.698,125.035,0.121,0.648,0.9,0.126,0.0633,"['disco', 'funk', 'jazz funk', 'motown', 'soul']",1980
Phil Collins,In The Air Tonight - 2015 Remastered,Spotify,False,336453,76,0.446,-13.945,189.507,0.551,0.239,0.298,0.0697,0.0316,"['rock drums', 'soft rock']",1980
Metallica,Master Of Puppets,Spotify,False,515386,75,0.543,-9.11,105.173,0.000647,0.836,0.56,0.153,0.0353,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",1980
Irene Cara,Flashdance...What a Feeling - Radio Edit,Spotify,False,237053,75,0.572,-7.027,122.49,0.00579,0.655,0.392,0.0901,0.0344,"['disco', 'new romantic', 'new wave pop', 'soft rock']",1980
Depeche Mode,Just Can't Get Enough,Spotify,False,220893,75,0.766,-9.362,128.168,0.403,0.772,0.919,0.183,0.0353,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock']",1980
Prince,Kiss,Spotify,False,226240,74,0.898,-12.238,111.485,0.0135,0.271,0.742,0.0461,0.091,"['funk', 'funk rock', 'minneapolis sound', 'rock', 'synth funk']",1980
Europe,The Final Countdown,Spotify,False,310333,74,0.529,-6.908,117.662,0.0628,0.843,0.188,0.0608,0.0616,"['album rock', 'glam metal', 'hard rock', 'rock', 'swedish hard rock']",1980
The Pointer Sisters,I'm So Excited,Spotify,False,230640,74,0.59,-5.832,184.348,0.0962,0.868,0.798,0.442,0.048,"['disco', 'girl group', 'hi-nrg', 'motown', 'new wave pop']",1980
Billy Joel,We Didn't Start the Fire,Spotify,False,287733,74,0.712,-5.206,145.024,0.0771,0.967,0.895,0.356,0.047,"['album rock', 'classic rock', 'mellow gold', 'piano rock', 'rock']",1980
Phil Collins,Against All Odds (Take a Look at Me Now) - 2016 Remaster,Spotify,False,206360,74,0.581,-6.9,116.262,0.198,0.498,0.111,0.132,0.0276,"['rock drums', 'soft rock']",2010
Richard Marx,Right Here Waiting,Spotify,False,264333,74,0.395,-13.589,177.679,0.8,0.252,0.126,0.101,0.0301,"['new wave pop', 'soft rock']",1980
Various Artists,Eye of the Tiger,Spotify,False,245640,74,0.817,-9.249,108.873,0.132,0.599,0.548,0.0873,0.0328,[],1980
Fleetwood Mac,Gypsy,Spotify,False,264906,74,0.622,-13.99,130.879,0.017,0.54,0.847,0.265,0.0261,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",1980
Stevie Wonder,I Just Called To Say I Love You,Spotify,False,262240,74,0.748,-9.054,113.535,0.243,0.551,0.65,0.0943,0.0239,"['motown', 'soul']",1990
Phil Collins,You Can't Hurry Love - 2016 Remaster,Spotify,False,175746,74,0.62,-4.593,97.527,0.0261,0.936,0.763,0.0679,0.0308,"['rock drums', 'soft rock']",1980
Michael Jackson,Beat It,Spotify,False,258040,73,0.776,-3.704,138.827,0.0495,0.867,0.918,0.197,0.0479,"['r&b', 'soul']",2000
Don Henley,The Boys Of Summer,Spotify,False,288733,73,0.516,-13.741,176.941,0.501,0.549,0.907,0.184,0.0373,"['album rock', 'classic rock', 'mellow gold', 'singer-songwriter', 'soft rock']",1980
Huey Lewis & The News,The Power Of Love,Spotify,False,234333,73,0.768,-5.109,118.777,0.0964,0.828,0.961,0.097,0.0313,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'new romantic']",2000
Modern Talking,Brother Louie,Spotify,False,222666,73,0.783,-9.223,108.966,0.396,0.836,0.831,0.135,0.0486,"['europop', 'synthpop']",1980
The Clash,Rock the Casbah - Remastered,Spotify,False,222426,73,0.797,-6.727,129.885,0.291,0.872,0.866,0.284,0.0575,"['alternative rock', 'permanent wave', 'punk', 'rock']",1980
Laura Branigan,Self Control,Spotify,False,246440,73,0.814,-12.172,106.679,0.219,0.686,0.778,0.155,0.0342,"['new romantic', 'new wave pop', 'soft rock', 'synthpop']",1980
The Police,Every Little Thing She Does Is Magic,Spotify,False,260573,73,0.558,-9.997,81.909,0.121,0.768,0.429,0.124,0.0343,"['album rock', 'classic rock', 'permanent wave', 'rock']",1980
Michael Jackson,Don't Stop 'Til You Get Enough,Spotify,False,365466,73,0.878,-9.875,118.881,0.126,0.821,0.947,0.183,0.089,"['r&b', 'soul']",1970
Tom Petty,I Won't Back Down,Spotify,False,178360,73,0.766,-13.487,114.02,0.0513,0.478,0.965,0.165,0.0329,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold']",1980
